% This MetaLexicon was created by taking the union of the following manually created lexical resources:
%
%   1. AFINN
%   2. NRC Word-Emotion Association Lexicon (words with no emotion associations are taken as neutral)
%   3. Bing Liu's Opinion Lexicon
%   4. MPQA Subjectivity Lexicon
%
% We discarded all the words where a polarity clash between two or more lexicons was observed.

@relation 'MetaLex'

@attribute term string
@attribute polarity {negative,neutral,positive}

@data
repulsiveness,negative
repurchase,neutral
reputable,positive
repute,neutral
reputed,neutral
request,neutral
required,neutral
requirement,neutral
requisite,neutral
requisition,neutral
rescind,negative
rescission,negative
rescue,positive
research,neutral
resemblance,neutral
resemble,neutral
resembling,neutral
resent,negative
resentful,negative
resentment,negative
reservation,neutral
reservations,negative
reserve,positive
reserved,neutral
reserves,neutral
reservoir,neutral
reside,neutral
residence,neutral
residences,neutral
resident,positive
residual,neutral
residue,neutral
resign,negative
resignation,negative
resigned,negative
resilience,neutral
resilient,positive
resin,neutral
resist,negative
resistance,negative
resistant,negative
resisting,negative
resistive,positive
resolutely,positive
resolution,neutral
resonance,neutral
resonant,neutral
resonate,neutral
resonator,neutral
resort,neutral
resound,positive
resourceful,positive
resourcefulness,positive
resources,positive
respect,positive
respectability,positive
respectable,positive
respected,neutral
respectful,positive
respectfully,positive
respecting,positive
respective,neutral
respects,positive
respiration,neutral
respirator,neutral
respite,positive
resplendent,positive
respond,neutral
respondent,neutral
response,neutral
responsible,positive
responsibly,positive
responsive,positive
rest,positive
restaurant,neutral
restful,positive
restitution,positive
restless,negative
restlessness,negative
restorative,positive
restore,positive
restoring,positive
restrain,negative
restraint,positive
restrict,negative
restriction,negative
restrictive,negative
restructure,positive
restructured,positive
restructuring,positive
resumption,positive
resurrection,neutral
resuscitation,neutral
retail,neutral
retailer,neutral
retaining,neutral
retake,neutral
retaliate,negative
retaliation,negative
retaliatory,negative
retard,negative
retardation,negative
retarded,negative
retardedness,negative
retards,negative
retention,positive
retentive,neutral
reticent,negative
retina,neutral
retire,negative
retired,neutral
retiring,neutral
retold,neutral
retort,negative
retrace,neutral
retract,negative
retractable,positive
retraction,negative
retreat,negative
retreated,negative
retrenchment,negative
retribution,negative
retrieval,neutral
retrieve,neutral
retriever,neutral
retroactive,neutral
retrograde,negative
retrospect,neutral
retrospective,neutral
retrospectively,neutral
return,neutral
reunion,positive
reunite,positive
reveal,neutral
revealing,neutral
revel,positive
revelatory,neutral
revels,positive
revenge,negative
revengeful,negative
revengefully,negative
revenue,neutral
reverberation,neutral
revere,positive
reverence,positive
reverend,positive
reverently,positive
reverie,positive
reversal,negative
reverse,neutral
reversion,neutral
reverting,neutral
review,neutral
reviewer,neutral
revile,negative
reviled,negative
revise,positive
revision,neutral
revisit,neutral
revitalize,positive
revival,positive
revives,positive
revocation,negative
revoke,negative
revolt,negative
revolting,negative
revoltingly,negative
revolutionary,positive
revolutionized,positive
revolutionizes,positive
revolve,neutral
revolver,negative
revulsion,negative
revulsive,negative
reward,positive
rewarding,positive
rewardingly,positive
rhapsodize,negative
rheumatism,negative
rhyme,neutral
rhyming,neutral
rhythm,positive
rhythmical,positive
rib,neutral
ribbed,neutral
ribbon,positive
rice,neutral
ricer,negative
rich,positive
richer,positive
richly,positive
richness,positive
rick,neutral
rickety,negative
riddance,neutral
riddled,negative
ride,neutral
rider,positive
ridge,neutral
ridicule,negative
ridicules,negative
ridiculous,negative
ridiculously,negative
riding,neutral
rife,negative
rifle,negative
rifles,neutral
rift,negative
rifts,negative
rig,neutral
rigging,neutral
right,positive
righten,positive
righteous,positive
righteously,positive
righteousness,positive
rightful,positive
rightfully,positive
rightly,positive
rightness,positive
rights,positive
rigid,negative
rigidity,negative
rigidness,negative
rigor,negative
rigorous,negative
rile,negative
riled,negative
rim,neutral
rind,neutral
ring,neutral
ringer,negative
ringing,neutral
rink,neutral
rinse,neutral
riot,negative
riotous,negative
rip,negative
rip-off,negative
riparian,neutral
ripe,positive
ripen,positive
ripening,neutral
ripoff,negative
ripped,negative
ripple,neutral
rise,neutral
rising,positive
risk,negative
risk-free,positive
risks,negative
risky,negative
rite,neutral
ritual,neutral
ritualistic,neutral
rivalry,negative
river,neutral
riverbank,neutral
rivet,neutral
riveted,neutral
riveting,positive
road,neutral
roadblocks,negative
roads,neutral
roadster,positive
roadway,neutral
roam,neutral
roar,neutral
roast,neutral
rob,negative
robber,negative
robbery,negative
robe,neutral
robot,neutral
robotics,neutral
robust,positive
roc,neutral
rock,positive
rock-star,positive
rock-stars,positive
rocks,neutral
rockstar,positive
rockstars,positive
rocky,negative
rod,positive
roe,neutral
rogue,negative
role,neutral
roll,neutral
roller,neutral
rollercoaster,negative
rollers,neutral
rollicking,positive
rolling,neutral
romance,positive
romantic,positive
romantically,positive
romanticism,positive
romanticize,positive
romp,positive
roof,neutral
rook,negative
room,neutral
roomier,positive
roost,neutral
rooster,neutral
root,neutral
rooted,positive
rope,neutral
rosary,neutral
rose,neutral
rosemary,neutral
rosette,neutral
roster,neutral
rosy,positive
rot,negative
rota,positive
rotary,neutral
rotate,neutral
rotation,neutral
rote,neutral
rotor,neutral
rotten,negative
rotting,negative
rouge,neutral
roughly,neutral
roughness,negative
round,neutral
roundabout,neutral
rounded,neutral
roundup,neutral
rouse,neutral
rouser,neutral
rout,negative
route,neutral
routine,positive
rover,neutral
roving,neutral
row,negative
rowdy,negative
royal,neutral
royalty,positive
rremediable,negative
rub,neutral
rubber,neutral
rubbers,neutral
rubbing,neutral
rubbish,negative
rubble,negative
rubric,positive
ruby,neutral
rudder,neutral
ruddy,neutral
rude,negative
rudimentary,neutral
rudiments,neutral
rue,negative
ruff,neutral
ruffian,negative
ruffle,negative
rug,neutral
rugged,negative
ruin,negative
ruined,negative
ruining,negative
ruinous,negative
ruler,neutral
ruling,neutral
rum,neutral
rumble,neutral
rumbling,negative
rummage,neutral
rumor,negative
rumored,neutral
rumors,negative
rumours,negative
rump,neutral
rumple,negative
run-down,negative
runaway,negative
runes,neutral
rung,neutral
runner,neutral
running,neutral
runway,neutral
rupture,negative
rural,neutral
ruse,negative
rush,neutral
rust,negative
rustic,neutral
rustle,neutral
rusts,negative
rusty,negative
ruth,positive
ruthless,negative
ruthlessly,negative
ruthlessness,negative
ruts,negative
rye,neutral
saber,negative
sable,neutral
sabotage,negative
sac,neutral
sacrament,neutral
sacrifice,negative
sacrificed,negative
sacrifices,negative
sad,negative
sadden,negative
saddle,neutral
sadly,negative
sadness,negative
safe,positive
safeguard,positive
safely,positive
safety,neutral
saffron,neutral
sag,negative
saga,neutral
sagacity,positive
sage,positive
sagely,positive
sagged,negative
sagging,negative
saggy,negative
sags,negative
sail,neutral
sailing,neutral
sailor,neutral
saint,positive
saintliness,positive
saintly,positive
salable,positive
salacious,negative
salad,neutral
salamander,neutral
salary,positive
sale,neutral
salesman,neutral
salient,positive
saline,neutral
salivate,positive
salon,neutral
salt,neutral
salty,neutral
salutary,positive
salutation,neutral
salute,positive
salvage,neutral
salvation,positive
salve,positive
samba,neutral
sameness,neutral
samurai,positive
sanctification,positive
sanctified,neutral
sanctify,positive
sanctimonious,negative
sanctioned,neutral
sanctuary,positive
sand,neutral
sandal,neutral
sander,neutral
sands,neutral
sandy,neutral
sanguine,positive
sanitary,positive
sans,neutral
sap,negative
sapphire,neutral
sarcasm,negative
sarcastic,negative
sarcastically,negative
sarcoma,negative
sardonic,negative
sardonically,negative
sash,neutral
sass,negative
satanic,negative
satchel,neutral
sate,neutral
satellite,neutral
satin,positive
satire,neutral
satirize,negative
satisfactorily,positive
satisfactory,positive
satisfied,positive
satisfies,positive
satisfy,positive
satisfying,positive
satisified,positive
saturate,neutral
saturated,negative
saturation,neutral
sauce,neutral
saucepan,neutral
saucer,neutral
saucy,neutral
sauerkraut,neutral
sauna,neutral
savage,negative
savaged,negative
savagely,negative
savagery,negative
savages,negative
savanna,neutral
save,positive
saver,positive
saving,neutral
savings,positive
savior,positive
savor,positive
savory,positive
savvy,positive
sawdust,neutral
sax,neutral
saxophone,neutral
scab,negative
scabbard,neutral
scaffold,negative
scaffolding,neutral
scale,neutral
scales,neutral
scallop,neutral
scalp,neutral
scalpel,negative
scaly,negative
scam,negative
scams,negative
scan,neutral
scandal,negative
scandalize,negative
scandalized,negative
scandalous,negative
scandalously,negative
scandals,negative
scandel,negative
scandels,negative
scant,negative
scanty,negative
scape,neutral
scapegoat,negative
scar,negative
scarab,neutral
scarce,negative
scarcely,negative
scarcity,negative
scare,negative
scared,negative
scarf,neutral
scarier,negative
scariest,negative
scarily,negative
scarlet,neutral
scarred,negative
scars,negative
scary,negative
scathing,negative
scathingly,negative
scatter,neutral
scattered,neutral
scattering,neutral
scavenger,negative
scene,neutral
scenery,neutral
scent,neutral
sceptical,negative
scepticism,neutral
schematic,neutral
scheme,negative
scheming,negative
schism,negative
schizophrenia,negative
scholar,positive
scholarly,neutral
scholarship,positive
schoolboy,neutral
schooling,neutral
schoolmaster,neutral
schooner,neutral
sciatica,negative
science,neutral
scientific,positive
scientist,positive
scintilla,positive
scintillation,neutral
scintillator,neutral
scion,neutral
scissors,neutral
scoff,negative
scoffingly,negative
scold,negative
scolded,negative
scolding,negative
scoldingly,negative
scoop,neutral
scope,neutral
scorching,negative
scorchingly,negative
score,positive
scores,neutral
scorn,negative
scornful,negative
scornfully,negative
scorpion,negative
scotch,negative
scoundrel,negative
scour,neutral
scourge,negative
scout,neutral
scowl,negative
scrabble,neutral
scrambled,negative
scrambles,negative
scrambling,negative
scrap,negative
scrape,neutral
scrapie,negative
scraping,neutral
scratched,negative
scratches,negative
scratchy,negative
scream,negative
screamingly,neutral
screech,negative
screen,neutral
screw,negative
screw-up,negative
screwdriver,neutral
screwed,negative
screwed-up,negative
screwy,negative
scribble,neutral
scribe,positive
scrimmage,negative
scrip,neutral
script,positive
scriptural,neutral
scroll,neutral
scrub,negative
scrumptious,positive
scruples,positive
scrupulously,positive
scuff,negative
scuffs,negative
sculptor,neutral
sculpture,positive
sculptured,neutral
scum,negative
scummy,negative
sea,positive
seaboard,neutral
seal,positive
seam,neutral
seaman,neutral
seamstress,neutral
seaport,neutral
sear,negative
search,neutral
searching,neutral
seared,neutral
seaside,neutral
season,neutral
seasoned,positive
seasoning,neutral
seat,neutral
secession,negative
secluded,negative
second-class,negative
second-tier,negative
secondary,neutral
secondhand,negative
secretariat,positive
secretary,neutral
secretion,negative
secretive,negative
secretly,neutral
sect,neutral
sectarian,negative
sectional,neutral
sector,neutral
secularism,neutral
secure,positive
securely,positive
sedan,neutral
sedate,neutral
sedative,neutral
sedge,neutral
sediment,neutral
sedimentary,neutral
sedition,negative
seduce,negative
seducing,neutral
seduction,negative
seductive,positive
seed,neutral
seedling,neutral
seedy,negative
seeker,neutral
seem,neutral
seemingly,neutral
seer,neutral
seethe,negative
segment,neutral
segregate,negative
segregated,negative
segregation,neutral
seize,negative
seldom,neutral
select,neutral
selection,neutral
selective,positive
self-coup,negative
self-criticism,negative
self-defeating,negative
self-destructive,negative
self-determination,positive
self-examination,neutral
self-humiliation,negative
self-interest,negative
self-interested,negative
self-respect,positive
self-satisfaction,positive
self-serving,negative
self-sufficiency,positive
self-sufficient,positive
selfinterested,negative
selfish,negative
selfishly,negative
selfishness,negative
sell,neutral
seller,neutral
semaphore,neutral
semen,neutral
semi-retarded,negative
semicolon,neutral
seminal,neutral
seminar,neutral
seminary,neutral
semiotics,neutral
senator,neutral
send,neutral
senescence,neutral
senile,negative
senior,neutral
seniority,positive
sensational,positive
sensationalize,negative
sensationally,positive
sensations,positive
sense,positive
senseless,negative
senselessly,negative
senses,neutral
sensibility,positive
sensible,positive
sensibly,positive
sensitively,positive
sensitivity,positive
sensory,neutral
sensuality,positive
sensuous,positive
sentence,negative
sentient,neutral
sentimental,positive
sentimentality,positive
sentimentally,positive
sentiments,positive
sentinel,positive
separable,neutral
separate,neutral
separately,neutral
separation,neutral
separatist,negative
sepia,neutral
sepsis,negative
sept,neutral
septic,negative
septum,neutral
sequence,neutral
sequent,neutral
sequestered,neutral
sequestration,negative
serenity,positive
sergeant,neutral
serif,neutral
serious,negative
seriously,negative
seriousness,negative
sermon,positive
sermonize,negative
serpent,negative
serpentine,neutral
serrated,neutral
serum,positive
servant,negative
serve,negative
service,neutral
serviceable,neutral
servile,negative
servitude,negative
sess,neutral
session,neutral
sessions,neutral
set,neutral
set-up,negative
setback,negative
setbacks,negative
sett,neutral
setter,neutral
settled,neutral
settler,neutral
settlor,positive
seventh,neutral
seventy,neutral
sever,negative
severable,neutral
severally,neutral
severe,negative
sew,neutral
sewage,negative
sewerage,negative
sex,positive
sexuality,neutral
sh*t,negative
shabby,negative
shack,negative
shackle,negative
shade,neutral
shades,neutral
shading,neutral
shady,negative
shaft,neutral
shag,neutral
shaggy,neutral
shaken,neutral
shaking,negative
shaky,negative
shallow,negative
sham,negative
shaman,neutral
shambles,negative
shame,negative
shameful,negative
shamefully,negative
shamefulness,negative
shameless,negative
shamelessly,negative
shamelessness,negative
shanghai,negative
shanty,neutral
shape,positive
shapely,positive
share,positive
shareholder,neutral
shark,negative
sharpened,neutral
sharpener,neutral
sharper,positive
sharpest,positive
sharply,negative
sharpness,neutral
shatter,negative
shattered,negative
shave,neutral
shaving,neutral
shawl,neutral
sheaf,neutral
shear,neutral
shears,neutral
sheath,neutral
sheathing,neutral
shed,negative
sheen,neutral
sheep,neutral
sheet,neutral
shelf,neutral
shell,negative
shellfish,neutral
shelter,positive
shelved,negative
shemale,negative
shepherd,positive
sherry,neutral
shift,neutral
shifting,neutral
shilling,neutral
shimmering,positive
shimmeringly,positive
shimmy,negative
shin,neutral
shine,positive
shingle,neutral
shining,positive
shipment,neutral
shipping,neutral
shipwreck,negative
shire,neutral
shirk,negative
shirker,negative
shirt,neutral
shit,negative
shiver,negative
shivering,neutral
shoals,neutral
shock,negative
shocked,negative
shocking,negative
shockingly,negative
shoddy,negative
shoe,neutral
shoemaker,neutral
shoot,negative
shooting,negative
shop,neutral
shoplifting,negative
shopping,positive
shore,neutral
shorn,neutral
short,neutral
short-lived,negative
shortage,negative
shortchange,negative
shortcoming,negative
shortcomings,negative
shorten,neutral
shortening,neutral
shorthand,neutral
shorts,neutral
shortsighted,negative
shortsightedness,negative
shot,negative
shotgun,neutral
should,neutral
shoulder,positive
shove,negative
shovel,neutral
shoveling,neutral
show,neutral
showdown,negative
shower,neutral
showing,neutral
showy,negative
shrew,negative
shrewd,positive
shrewdly,positive
shrewdness,positive
shriek,negative
shrill,negative
shrilly,negative
shrimp,neutral
shrine,neutral
shrink,negative
shrinking,neutral
shrivel,negative
shroud,negative
shrouded,negative
shrub,neutral
shrubbery,neutral
shrunk,negative
shudder,negative
shuffle,neutral
shuffling,neutral
shun,negative
shunned,negative
shunt,neutral
shut,neutral
shutter,neutral
shuttle,neutral
shy,negative
shyly,negative
shyness,negative
sic,neutral
sick,negative
sicken,negative
sickening,negative
sickeningly,negative
sickle,neutral
sickly,negative
sickness,negative
side,neutral
sideboard,neutral
sidestep,neutral
sidetrack,negative
sidetracked,negative
sideways,neutral
siesta,neutral
sieve,neutral
sifting,neutral
sigh,neutral
sight,neutral
sign,neutral
signal,neutral
signals,neutral
signification,neutral
signify,positive
signpost,neutral
silently,neutral
silhouette,neutral
silk,positive
silken,neutral
silky,neutral
sill,neutral
sillily,negative
silliness,neutral
silly,negative
silt,neutral
silver,neutral
silvery,neutral
similar,neutral
similarity,neutral
simile,neutral
simmer,negative
simpler,positive
simples,neutral
simplest,positive
simplicity,positive
simplified,positive
simplifies,positive
simplify,positive
simplifying,positive
simplistic,negative
simplistically,negative
simply,neutral
simulate,neutral
simulated,neutral
simulating,neutral
simulation,neutral
simultaneous,neutral
simultaneously,neutral
sin,negative
sincere,positive
sincerely,positive
sincerity,positive
sinful,negative
sinfully,negative
sing,positive
singer,neutral
single,neutral
singly,positive
singular,neutral
singularity,neutral
sinister,negative
sinisterly,negative
sinking,negative
sinner,negative
sinning,negative
sinus,neutral
sip,neutral
siphon,neutral
sir,positive
sire,neutral
siren,negative
sissy,negative
sister,neutral
sisterhood,positive
site,neutral
sith,neutral
sitting,neutral
situate,neutral
situated,neutral
situation,neutral
sixth,neutral
sixty,neutral
size,neutral
skate,neutral
skating,neutral
skein,neutral
skeleton,neutral
skeletons,negative
skeptical,negative
skeptically,negative
sketch,neutral
sketchy,negative
skewed,negative
skewer,neutral
ski,neutral
skid,negative
skiff,neutral
skilled,positive
skillet,neutral
skillful,positive
skillfully,positive
skim,neutral
skimpy,negative
skin,neutral
skip,negative
skipper,neutral
skirmish,negative
skirt,neutral
skirting,neutral
skirts,neutral
skit,neutral
skittish,negative
skittishly,negative
skulk,negative
skull,neutral
skunk,neutral
sky,positive
skyscraper,neutral
slab,neutral
slack,negative
slag,negative
slam,negative
slammin,positive
slander,negative
slanderer,negative
slanderous,negative
slanderously,negative
slanders,negative
slang,neutral
slant,neutral
slap,negative
slashes,neutral
slashing,negative
slate,positive
slates,neutral
slaughter,negative
slaughtered,negative
slaughterhouse,negative
slaughtering,negative
slave,negative
slavery,negative
slaves,negative
slay,negative
slayer,negative
sleazy,negative
sledge,neutral
sleek,positive
sleep,neutral
sleeper,neutral
sleeping,neutral
sleeplessness,neutral
sleepy,neutral
sleet,negative
sleeve,neutral
sleeveless,neutral
sleigh,neutral
sleight,neutral
slender,positive
sleuth,neutral
slice,neutral
slide,neutral
sliding,neutral
slim,positive
slime,negative
slimy,negative
sling,neutral
slink,negative
slip,negative
slipper,neutral
slippers,neutral
slit,neutral
sliver,neutral
slog,negative
slogan,neutral
slogged,negative
slogging,negative
slogs,negative
sloooooooooooooow,negative
sloooow,negative
slooow,negative
sloop,neutral
sloow,negative
slop,negative
slope,neutral
sloppily,negative
sloppy,negative
slot,neutral
sloth,negative
slothful,negative
slouch,negative
slough,negative
slow-moving,negative
slowed,negative
slower,negative
slowest,negative
slowness,negative
sloww,negative
slowww,negative
slowwww,negative
sludge,negative
slug,negative
sluggish,negative
sluice,neutral
slum,negative
slumber,neutral
slump,negative
slumping,negative
slumpping,negative
slur,negative
slush,negative
slut,negative
sluts,negative
sly,negative
smack,negative
small,negative
smaller,neutral
smallest,neutral
smallish,negative
smart,positive
smarter,positive
smartest,positive
smartly,positive
smash,negative
smashed,negative
smattering,negative
smell,negative
smelled,negative
smelling,negative
smells,negative
smelly,negative
smile,positive
smiles,positive
smiling,positive
smilingly,positive
smirk,negative
smite,negative
smitten,positive
smoke,negative
smoker,negative
smokescreen,negative
smokey,neutral
smoking,neutral
smoky,neutral
smolder,negative
smooth,positive
smoother,positive
smoothes,positive
smoothest,positive
smoothness,positive
smother,negative
smoulder,negative
smouldering,negative
smudge,negative
smudged,negative
smudges,negative
smudging,negative
smug,negative
smuggle,negative
smuggler,negative
smuggling,negative
smugly,negative
smut,negative
smuttier,negative
smuttiest,negative
smutty,negative
snack,neutral
snacks,neutral
snag,negative
snagged,negative
snagging,negative
snags,negative
snail,neutral
snake,negative
snap,neutral
snappish,negative
snappishly,negative
snappy,positive
snapshot,neutral
snare,negative
snarky,negative
snarl,negative
snarling,negative
snazzy,positive
sneak,negative
sneakers,neutral
sneakily,negative
sneaking,negative
sneaky,negative
sneer,negative
sneering,negative
sneeringly,negative
sneeze,negative
sneezing,neutral
snicker,positive
snide,negative
sniff,neutral
snip,neutral
snipe,neutral
snippet,neutral
snob,negative
snobbish,negative
snobby,negative
snobish,negative
snobs,negative
snoopy,neutral
snooze,neutral
snore,neutral
snout,neutral
snow,neutral
snowball,neutral
snowflake,neutral
snowy,neutral
snub,negative
snuff,neutral
so,neutral
so-cal,negative
so-called,negative
soak,negative
soaking,neutral
soap,neutral
soaring,neutral
sob,negative
sober,negative
sobering,negative
sobriety,positive
soc,neutral
soccer,neutral
sociable,positive
social,neutral
socialist,negative
society,neutral
sock,neutral
socket,neutral
sod,neutral
sofa,neutral
soft,positive
soft-spoken,positive
soften,positive
softening,neutral
softer,positive
softness,neutral
soggy,neutral
soil,negative
soiled,negative
sojourn,neutral
solace,positive
solar,neutral
solder,neutral
soldering,neutral
soldier,positive
sole,neutral
solemn,negative
solicit,neutral
solicitation,neutral
solicitor,neutral
solicitous,positive
solicitously,positive
solid,positive
solidarity,positive
solidification,neutral
solidified,neutral
solidify,neutral
solidity,positive
soliloquize,neutral
solitaire,neutral
solitary,neutral
solitude,neutral
solo,neutral
solubility,neutral
soluble,neutral
solution,positive
solve,neutral
solvency,positive
solvent,neutral
somatic,negative
somber,negative
son,neutral
sonar,positive
sonata,positive
song,neutral
sonnet,positive
sonorous,positive
soot,negative
soothe,positive
soothing,positive
soothingly,positive
sophisticated,positive
sophomore,neutral
soprano,neutral
sorcerer,neutral
sorcery,negative
sordid,negative
sore,negative
sorely,negative
soreness,negative
sorghum,neutral
sorority,neutral
sorrow,negative
sorrowful,negative
sorrowfully,negative
sorry,negative
sort,neutral
sorter,positive
sortie,negative
sorting,neutral
sou,neutral
soulful,positive
soulless,negative
soulmate,negative
soundly,positive
soundness,positive
soup,positive
sour,negative
source,neutral
sourly,negative
souvenir,neutral
sovereignty,neutral
sow,neutral
spa,positive
space,neutral
spacious,positive
span,neutral
spaniel,positive
spank,negative
spar,neutral
sparing,positive
spark,neutral
sparkle,positive
sparkling,positive
sparring,neutral
sparse,neutral
spasm,negative
spat,negative
spatula,neutral
spawn,neutral
speaker,neutral
speaking,neutral
spear,negative
special,positive
speciality,neutral
specially,neutral
specie,positive
species,neutral
specific,neutral
specifically,neutral
specification,neutral
specimen,neutral
speck,negative
speckled,neutral
specs,neutral
spectacles,neutral
spectacular,positive
spectacularly,positive
spectator,neutral
specter,negative
spectral,negative
spectrometer,neutral
spectrophotometer,neutral
spectroscopy,neutral
spectrum,neutral
speculate,neutral
speculum,neutral
speech,positive
speechless,neutral
speed,neutral
speedometer,neutral
speedway,neutral
speedy,positive
spellbind,positive
spellbinding,positive
spellbindingly,positive
spelling,positive
spencer,neutral
spend,neutral
spendy,negative
spent,negative
sperm,neutral
spew,negative
spewed,negative
spewing,negative
spews,negative
sphere,neutral
spherical,neutral
sphinx,neutral
spice,positive
spicy,neutral
spigot,neutral
spiked,neutral
spiky,neutral
spill,neutral
spilling,negative
spin,neutral
spinal,neutral
spindle,neutral
spinning,neutral
spinster,negative
spiny,neutral
spiral,neutral
spire,neutral
spirit,positive
spirited,positive
spiritless,negative
spirits,positive
spirituality,neutral
spite,negative
spiteful,negative
spitefully,negative
spitefulness,negative
splatter,negative
splayed-finger,neutral
spleen,neutral
splendid,positive
splendidly,positive
splendor,positive
splice,neutral
spline,neutral
splint,neutral
splinter,negative
split,negative
splitting,negative
splurge,neutral
spoil,negative
spoilage,negative
spoilages,negative
spoiled,negative
spoiler,negative
spoiling,neutral
spoilled,negative
spoils,negative
spoke,negative
spoken,neutral
sponge,negative
spongy,neutral
sponsor,positive
sponsorship,neutral
spontaneous,positive
spoof,neutral
spook,negative
spookier,negative
spookiest,negative
spookily,negative
spooky,negative
spoon,neutral
spoon-fed,negative
spoon-feed,negative
spoonfed,negative
spoonful,neutral
spore,neutral
sport,neutral
sporting,neutral
sports,neutral
sportsman,neutral
sporty,positive
spotless,positive
spotted,neutral
spousal,neutral
spouse,positive
spout,neutral
sprain,negative
sprawl,neutral
spray,neutral
spread,neutral
spree,negative
sprightly,positive
sprinkling,neutral
sprite,negative
sprout,neutral
spruce,positive
spur,positive
spurious,negative
spurn,negative
spurred,neutral
spurt,neutral
sputter,negative
spy,neutral
squabble,negative
squabbling,negative
squad,neutral
squadron,neutral
squall,negative
squamous,neutral
squander,negative
square,neutral
squarely,positive
squash,negative
squat,neutral
squatter,negative
squeaks,negative
squeaky,negative
squealing,negative
squeals,negative
squeamish,negative
squeeze,neutral
squeezing,neutral
squelch,negative
squint,neutral
squire,neutral
squirm,negative
squirrel,neutral
squirt,neutral
stab,negative
stabilize,positive
stable,positive
staccato,positive
stack,neutral
staff,neutral
stag,neutral
stage,neutral
stagger,negative
staggering,negative
staggeringly,negative
stagnant,negative
stagnate,negative
stain,negative
stainless,positive
stains,negative
stair,neutral
staircase,neutral
stairway,neutral
stale,negative
stalemate,negative
stalk,negative
stall,negative
stallion,positive
stalwart,positive
stamina,positive
stammer,negative
stamp,neutral
stampede,negative
stance,neutral
stances,neutral
standard,neutral
standardize,neutral
standing,positive
standoff,negative
standout,positive
standpoint,neutral
stands,neutral
standstill,negative
stanza,neutral
staple,neutral
star,positive
starboard,neutral
starch,neutral
stare,neutral
staring,negative
stark,negative
starkly,negative
starlight,positive
starry,positive
startle,negative
startling,negative
startlingly,negative
starvation,negative
starve,negative
starved,negative
starving,negative
state,neutral
state-of-the-art,positive
stately,positive
statement,positive
statements,neutral
stateroom,neutral
statesman,neutral
statics,neutral
station,neutral
stationary,negative
stationery,neutral
statistician,neutral
stator,neutral
statuary,neutral
statue,positive
statuesque,positive
statuette,neutral
stature,neutral
status,positive
statute,neutral
statutory,neutral
staunch,positive
staunchly,positive
staunchness,positive
stave,negative
stay,neutral
stayed,neutral
stays,neutral
stead,neutral
steadfast,positive
steadfastly,positive
steadfastness,positive
steadiest,positive
steadiness,positive
steady,positive
steal,negative
stealing,negative
steals,negative
stealthy,negative
steamboat,neutral
steamer,neutral
steamroller,neutral
steamship,neutral
steamy,neutral
steel,neutral
steeple,neutral
steeply,negative
steer,neutral
stellar,positive
stellarly,positive
stem,neutral
stencil,neutral
step,neutral
steppe,neutral
steps,neutral
stereoscopic,neutral
stereotype,negative
stereotyped,negative
stereotypical,negative
stereotypically,negative
sterile,negative
sterility,negative
stern,negative
stethoscope,neutral
steward,positive
stewardship,neutral
stick,neutral
sticking,neutral
sticky,negative
stiff,negative
stiffen,neutral
stiffness,negative
stifle,negative
stifled,negative
stiflingly,negative
stigma,negative
stigmatize,negative
stile,neutral
stiletto,neutral
still,neutral
stillborn,negative
stillness,positive
stilts,neutral
stimulant,neutral
stimulate,positive
stimulates,positive
stimulating,positive
stimulation,neutral
stimulative,positive
stimulus,neutral
sting,negative
stinging,negative
stingingly,negative
stingy,negative
stink,negative
stinking,negative
stinks,negative
stint,negative
stipulate,neutral
stipulation,neutral
stir,neutral
stirringly,positive
stitch,neutral
stock,neutral
stockbroker,neutral
stocking,neutral
stocks,negative
stodgy,negative
stolen,negative
stone,negative
stoned,negative
stoneware,neutral
stony,neutral
stood,positive
stooge,negative
stooges,negative
stool,neutral
stools,negative
stoop,neutral
stop,neutral
stoppage,negative
stopper,neutral
stopping,neutral
stopwatch,neutral
storage,neutral
store,positive
storehouse,neutral
storing,neutral
storm,negative
stormy,negative
story,neutral
stout,neutral
stove,neutral
stow,neutral
straddle,neutral
straggle,negative
straggler,negative
straightforward,positive
straightway,neutral
strain,negative
strained,negative
straining,negative
strait,neutral
straits,negative
strand,neutral
stranded,negative
strange,negative
strangely,negative
stranger,negative
strangest,negative
strangle,negative
strap,neutral
strapping,neutral
strata,neutral
strategic,positive
strategist,positive
strategy,neutral
stratification,neutral
stratum,neutral
stratus,neutral
straw,neutral
stray,negative
streak,neutral
streaked,neutral
streaky,negative
stream,neutral
streamer,neutral
streaming,neutral
streamlined,positive
street,neutral
strengthen,positive
strengthening,positive
stress,negative
stresses,negative
stressful,negative
stressfully,negative
stretch,neutral
stricken,negative
strict,negative
strictly,negative
strident,negative
stridently,negative
strides,positive
strife,negative
strike,negative
striking,positive
strikingly,positive
string,neutral
stringent,negative
stringently,negative
stringy,neutral
strip,negative
stripe,negative
stripped,negative
striving,positive
strobe,neutral
stroke,negative
stroll,neutral
strong,positive
stronger,positive
stronger-than-expected,neutral
strongest,positive
stronghold,neutral
strongly,positive
struck,negative
structure,positive
struggle,negative
struggled,negative
struggles,negative
struggling,negative
strut,negative
stubble,neutral
stubborn,negative
stubbornly,negative
stubby,neutral
stucco,neutral
stud,positive
